"","full.name","regex"
"360","Association of Fish Products Producers BG FISH/<U+0421><U+0434><U+0440><U+0443><U+0436><U+0435><U+043D><U+0438><U+0435> ""<U+0410><U+0441><U+043E><U+0446><U+0438><U+0430><U+0446><U+0438><U+044F> <U+043D><U+0430> <U+043F><U+0440><U+043E><U+0438><U+0437><U+0432><U+043E><U+0434><U+0438><U+0442><U+0435><U+043B><U+0438><U+0442><U+0435> <U+043D><U+0430> <U+0440><U+0438><U+0431><U+043D><U+0438> <U+043F><U+0440><U+043E><U+0434><U+0443><U+043A><U+0442><U+0438> <U+0411><U+0413> <U+0424><U+0418><U+0428>"" (<U+0410><U+041F><U+0420><U+041F> <U+0411><U+0413> <U+0424><U+0418><U+0428>)","association of fish products producers bg fish/<U+0441><U+0434><U+0440><U+0443><U+0436><U+0435><U+043D><U+0438><U+0435> ""<U+0430><U+0441><U+043E><U+0446><U+0438><U+0430><U+0446><U+0438><U+044F> <U+043D><U+0430> <U+043F><U+0440><U+043E><U+0438><U+0437><U+0432><U+043E><U+0434><U+0438><U+0442><U+0435><U+043B><U+0438><U+0442><U+0435> <U+043D><U+0430> <U+0440><U+0438><U+0431><U+043D><U+0438> <U+043F><U+0440><U+043E><U+0434><U+0443><U+043A><U+0442><U+0438> <U+0431><U+0433> <U+0444><U+0438><U+0448>"" (<U+0430><U+043F><U+0440><U+043F> <U+0431><U+0433> <U+0444><U+0438><U+0448>)"
"361","Foreningen af miljø-, plan- og naturmedarbejdere i det offentlige (ENVINA)","foreningen af miljø-, plan- og naturmedarbejdere i det offentlige (envina)"
"362","EjendomDanmark (EJD)","ejendomdanmark (ejd)"
"363","European University Foundation - Campus Europae (EUF)","european university foundation - campus europae (euf)"
"364","Invesco Management SA (IMSA)","invesco management sa (imsa)"
"365","Ordre des avocats du Barreau de Luxembourg (OBL)","ordre des avocats du barreau de luxembourg (obl)"
"366","Broadcom","broadcom"
"367","MAHLE International GmbH (MAHLE)","mahle international gmbh (mahle)"
"368","Ärzte der Welt e.V.","ärzte der welt e.v."
"369","Association for children damaged by hormone pregnancy tests (ACDHPT)","association for children damaged by hormone pregnancy tests (acdhpt)"
"370","Aboca S.p.a. Società Agricola","aboca s.p.a. società agricola"
"371","ADRA - Adventist Development and Relief Agency - EUROPE REGIONAL Office (ADRA-EUROPE)","adra - adventist development and relief agency - europe regional office (adra-europe)"
"372","European Network of Education Councils (EUNEC)","european network of education councils (eunec)"
"373","ExxonMobil Petroleum & Chemical (EMPC)","exxonmobil petroleum & chemical (empc)"
"374","Climate Action Network Europe (CAN Europe)","climate action network europe (can europe)"
"375","Autocrypt Co., Ltd. (AUTOCRYPT)","autocrypt co., ltd. (autocrypt)"
"376","Nordic Alcohol and Drug Policy Network (NordAN)","nordic alcohol and drug policy network (nordan)"
"377","Association of Nordic Engineers (ANE)","association of nordic engineers (ane)"
"378","Bulgarian Judges Association (BJA)","bulgarian judges association (bja)"
"379","The Bank of New York Mellon (BNY Mellon)","the bank of new york mellon (bny mellon)"
"380","European Alliance For Vision Research and Ophthalmology (EU-EYE)","european alliance for vision research and ophthalmology (eu-eye)"
"381","Sony Music Entertainment","sony music entertainment"
"382","World Roma Federation (WRF)","world roma federation (wrf)"
"383","Verband Deutscher Bürgschaftsbanken e.V. (VDB)","verband deutscher bürgschaftsbanken e.v. (vdb)"
"384","European DIY Retail Association (EDRA)","european diy retail association (edra)"
"385","KPMG EMA (KPMG EMA)","kpmg ema (kpmg ema)"
"386","Manufacture Française des Pneumatiques Michelin (MFPM)","manufacture française des pneumatiques michelin (mfpm)"
"387","Zabala Innovation Consulting, S.A. (ZABALA)","zabala innovation consulting, s.a. (zabala)"
"388","MBDA Italia SpA (MBDA IT)","mbda italia spa (mbda it)"
"389","Canon Europe Ltd.","canon europe ltd."
"390","China Chamber of Commerce to the EU (CCCEU)","china chamber of commerce to the eu (ccceu)"
"391","European & International Booksellers Federation (EIBF)","european & international booksellers federation (eibf)"
"392","Instituto Rede Jubileu Sul Brasil (Rede Jubileu Sul)","instituto rede jubileu sul brasil (rede jubileu sul)"
"393","METRANS Rail (MTR)","metrans rail (mtr)"
"394","European Fishmeal and Fishoil Producers (European Fishmeal)","european fishmeal and fishoil producers (european fishmeal)"
"395","John Wiley & Sons","john wiley & sons"
"396","Union Luxembourgeoise des Consommateurs (ULC)","union luxembourgeoise des consommateurs (ulc)"
"397","Sumitomo Chemical Europe (SCE)","sumitomo chemical europe (sce)"
"398","Public Affairs Council (PAC)","public affairs council (pac)"
"399","International Zinc Association (IZA)","international zinc association (iza)"
"400","InterDigital, Inc.","interdigital, inc."
"401","ABDA - Bundesvereinigung Deutscher Apothekerverbände e.V. (ABDA)","abda - bundesvereinigung deutscher apothekerverbände e.v. (abda)"
"402","NISSAN INTERNATIONAL","nissan international"
"403","Deutsche Börse AG (DBG)","deutsche börse ag (dbg)"
"404","Wirtschaftsvereinigung Stahl (WV Stahl)","wirtschaftsvereinigung stahl (wv stahl)"
"405","Lombard Odier (LO)","lombard odier (lo)"
"406","BRACCO (BRACCO)","bracco (bracco)"
"407","Lithuanian Confederation of Industrialists (LPK)","lithuanian confederation of industrialists (lpk)"
"408","Confederation of Norwegian Enterprise (NHO)","confederation of norwegian enterprise (nho)"
"409","CETS - European Committee for Surface Treatment aisbl (CETS)","cets - european committee for surface treatment aisbl (cets)"
"410","EUROPEAN APPAREL AND TEXTILE CONFEDERATION (EURATEX)","european apparel and textile confederation (euratex)"
"411","Lightstreams Network OU (Lightstreams)","lightstreams network ou (lightstreams)"
"412","European Association of Archaeologists (EAA)","european association of archaeologists (eaa)"
"413","Danish Association of Cosmetics and Detergents","danish association of cosmetics and detergents"
"414","Alfa Laval Corporate AB (AL)","alfa laval corporate ab (al)"
"415","Aspen Institute Central Europe (AICE)","aspen institute central europe (aice)"
"416","Organizace pro pomoc uprchlíkum (OPU)","organizace pro pomoc uprchlíkum (opu)"
"417","American Bureau of Shipping (ABS)","american bureau of shipping (abs)"
"418","Adobe Systems Benelux bv (Adobe)","adobe systems benelux bv (adobe)"
"419","ITI - The Information Technology Industry Council (ITI)","iti - the information technology industry council (iti)"
"420","European Network of Credit Unions (ENCU)","european network of credit unions (encu)"
"421","DEKRA e.V. (DEKRA)","dekra e.v. (dekra)"
"422","European Association of Urology (EAU)","european association of urology (eau)"
"423","Dutch Waste Management Association (DWMA)","dutch waste management association (dwma)"
"424","The Smoke Free Partnership (SFP)","the smoke free partnership (sfp)"
"425","European Publishers Council (EPC)","european publishers council (epc)"
"426","European Peacebuilding Liaison Office (EPLO)","european peacebuilding liaison office (eplo)"
"427","Senior International Health Association (SIHA)","senior international health association (siha)"
"428","Avast Software s.r.o. (Avast)","avast software s.r.o. (avast)"
"429","Biogen Inc.","biogen inc."
"430","Ryanair","ryanair"
"431","Association Luxembourgeoise des Fonds d'Investissement (ALFI)","association luxembourgeoise des fonds d'investissement (alfi)"
"432","European Compost Network ECN e.V. (ECN)","european compost network ecn e.v. (ecn)"
"433","ACTION CONTRE LA FAIM (ACF)","action contre la faim (acf)"
"434","Cairo Institute for Human Rights Studies (CIHRS)","cairo institute for human rights studies (cihrs)"
"435","Cassa Depositi e Prestiti s.p.a. (CDP)","cassa depositi e prestiti s.p.a. (cdp)"
"436","BAE Systems","bae systems"
"437","Compassion in World Farming (CIWF)","compassion in world farming (ciwf)"
"438","Banco Santander, S.A.","banco santander, s.a."
"439","Natuur- en Recreatiewerkgroep Grote Heide","natuur- en recreatiewerkgroep grote heide"
"440","Tjänstemännens centralorganisation (TCO)","tjänstemännens centralorganisation (tco)"
"441","KGH Customs Services (KGH)","kgh customs services (kgh)"
"442","Swedish Match","swedish match"
"443","European Non-Governmental Sports Organisation (ENGSO)","european non-governmental sports organisation (engso)"
"444","Single Window Initiative Estonia","single window initiative estonia"
"445","Danske Studerendes Fællesråd (DSF)","danske studerendes fællesråd (dsf)"
"446","Union Internationale des Entrepreneurs de Peinture (UNIEP)","union internationale des entrepreneurs de peinture (uniep)"
"447","Application Developers Alliance (Developers Alliance)","application developers alliance (developers alliance)"
"448","European Window Film Association (EWFA)","european window film association (ewfa)"
"449","Franklin Resources Inc.","franklin resources inc."
"450","Association Européenne des Concessionnaires d'Autoroutes et d'Ouvrages à Péage (ASECAP)","association européenne des concessionnaires d'autoroutes et d'ouvrages à péage (asecap)"
"451","MARSH & McLENNAN COMPANIES FRANCE (Marsh & McLennan)","marsh & mclennan companies france (marsh & mclennan)"
"452","Covestro AG","covestro ag"
"453","Rina Consulting S.p.A. (RINA-C)","rina consulting s.p.a. (rina-c)"
"454","Jane Goodall Institute Belgium (JGI Be)","jane goodall institute belgium (jgi be)"
"455","Comité du commerce des céréales, aliments du bétail, oléagineux, huile d'olive, huiles et graisses et agrofournitures de l'U.E. (COCERAL)","comité du commerce des céréales, aliments du bétail, oléagineux, huile d'olive, huiles et graisses et agrofournitures de l'u.e. (coceral)"
"456","EuropaBio","europabio"
"457","National Patients' Organisation - Bulgaria (NPO)","national patients' organisation - bulgaria (npo)"
"458","Soteria International (Soteria)","soteria international (soteria)"
"459","AquaCircle","aquacircle"
"460","Novozymes","novozymes"
"461","The Chamber of Tax Advisers of the Czech Republic (KDP CR)","the chamber of tax advisers of the czech republic (kdp cr)"
"462","Hewlett Packard Enterprise (HPE)","hewlett packard enterprise (hpe)"
"463","Apple Inc.","apple inc."
"464","International Flight Services Association (IFSA)","international flight services association (ifsa)"
"465","Abbott (ABT)","abbott (abt)"
"466","Amazon Europe Core SARL","amazon europe core sarl"
"467","eFuel Alliance (eFuel)","efuel alliance (efuel)"
"468","Croatian Chamber of Economy (HGK)","croatian chamber of economy (hgk)"
"469","IBERDROLA (IBE)","iberdrola (ibe)"
"470","NEC Europe (NEC)","nec europe (nec)"
"471","Ruralité-Environnement-Développement (RED)","ruralité-environnement-développement (red)"
"472","EUROPEAN TRADE UNION CONFEDERATION (ETUC)","european trade union confederation (etuc)"
"473","Svaz knihovníku a informacních pracovníku Ceské republiky (SKIP CR)","svaz knihovníku a informacních pracovníku ceské republiky (skip cr)"
"474","FORUM FOR BALKAN TRANSPORT AND INFRASTRUCTURE (FBTI)","forum for balkan transport and infrastructure (fbti)"
"475","European Chamber of Commerce in Korea (ECCK)","european chamber of commerce in korea (ecck)"
"476","Notárská komora Ceské republiky (NKCR)","notárská komora ceské republiky (nkcr)"
"477","JPMorgan Chase & Co. (n/a)","jpmorgan chase & co. (n/a)"
"478","PayPal SE Belgian Branch (PayPal)","paypal se belgian branch (paypal)"
"479","Intel Corporation","intel corporation"
"480","Daimler Aktiengesellschaft (DAI)","daimler aktiengesellschaft (dai)"
"481","Civil Liberties Union for Europe (Liberties)","civil liberties union for europe (liberties)"
"482","Fédération Nationale des Groupements de Défense Sanitaire (GDS France)","fédération nationale des groupements de défense sanitaire (gds france)"
"483","World Federalist Movement-Institute for Global Policy; including the Coalition for the International Criminal Court (WFM-IGP)","world federalist movement-institute for global policy; including the coalition for the international criminal court (wfm-igp)"
"484","PGGM (PGGM)","pggm (pggm)"
"485","Organización Interprofesional Agroalimentaria del Porcino de Capa Blanca (INTERPORC)","organización interprofesional agroalimentaria del porcino de capa blanca (interporc)"
"486","Stroke Alliance for Europe (SAFE)","stroke alliance for europe (safe)"
"487","European Aggregates Association (UEPG)","european aggregates association (uepg)"
"488","CEDAG - Comité Européen des Associations d'intérêt Général - European Council for non-profit organisations (CEDAG)","cedag - comité européen des associations d'intérêt général - european council for non-profit organisations (cedag)"
"489","VERBOND VAN BELGISCHE ONDERNEMINGEN / FEDERATION DES ENTREPRISES DE BELGIQUE (VBO / FEB)","verbond van belgische ondernemingen / federation des entreprises de belgique (vbo / feb)"
"490","Volvo Car Corporation AB (Volvo Cars)","volvo car corporation ab (volvo cars)"
"491","Eesti Vee-ettevõtete Liit (EVEL)","eesti vee-ettevõtete liit (evel)"
"492","<U+041D><U+0430><U+0446><U+0438><U+043E><U+043D><U+0430><U+043B><U+043D><U+0430> <U+0410><U+0441><U+043E><U+0446><U+0438><U+0430><U+0446><U+0438><U+044F> <U+043D><U+0430> <U+0420><U+0438><U+0431><U+043E><U+043F><U+0440><U+043E><U+0438><U+0437><U+0432><U+043E><U+0434><U+0438><U+0442><U+0435><U+043B><U+0438><U+0442><U+0435> (NAFF)","<U+043D><U+0430><U+0446><U+0438><U+043E><U+043D><U+0430><U+043B><U+043D><U+0430> <U+0430><U+0441><U+043E><U+0446><U+0438><U+0430><U+0446><U+0438><U+044F> <U+043D><U+0430> <U+0440><U+0438><U+0431><U+043E><U+043F><U+0440><U+043E><U+0438><U+0437><U+0432><U+043E><U+0434><U+0438><U+0442><U+0435><U+043B><U+0438><U+0442><U+0435> (naff)"
"493","Eesti Infotehnoloogia ja Telekommunikatsiooni Liit (ITL)","eesti infotehnoloogia ja telekommunikatsiooni liit (itl)"
"494","Banking & Payments Federation Ireland (BPFI)","banking & payments federation ireland (bpfi)"
"495","Suzuki Motor Co Ltd, European Liaison office","suzuki motor co ltd, european liaison office"
"496","ChildFund Alliance","childfund alliance"
"497","AbbVie (ABBV)","abbvie (abbv)"
"498","HENSOLDT Holding Germany","hensoldt holding germany"
"499","Fédération bancaire française (FBF)","fédération bancaire française (fbf)"
"500","Corteva Agriscience/DuPont International Operations SARL","corteva agriscience/dupont international operations sarl"
"501","Huawei Technologies (Huawei)","huawei technologies (huawei)"
"502","Confederação dos Agricultores de Portugal (CAP)","confederação dos agricultores de portugal (cap)"
"503","Polski Koncern Naftowy Orlen S.A. (PKN Orlen S.A.)","polski koncern naftowy orlen s.a. (pkn orlen s.a.)"
"504","Associazione Rondine-Cittadella della Pace","associazione rondine-cittadella della pace"
"505","JFMO SERVICIOS EN INTERMEDIACIÓN PÚBLICA, ASOCIACIÓN EN PARTICIPACION (JFMO-SIP.)","jfmo servicios en intermediación pública, asociación en participacion (jfmo-sip.)"
"506","Association of European Performers’ Organisations (AEPO-ARTIS)","association of european performers’ organisations (aepo-artis)"
"507","Regional Cluster North-East (RCNE)","regional cluster north-east (rcne)"
"508","Confederation of Icelandic Enterprise (SA)","confederation of icelandic enterprise (sa)"
"509","European Young Engineers MTÜ (EYE)","european young engineers mtü (eye)"
"510","European Chamber of Commerce in Myanmar (EuroCham Myanmar)","european chamber of commerce in myanmar (eurocham myanmar)"
"511","Nemzeti Agrárgazdasági Kamara (NAK)","nemzeti agrárgazdasági kamara (nak)"
"512","Xylem Inc.","xylem inc."
"513","Eli Lilly and Company (Lilly)","eli lilly and company (lilly)"
